id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
177,null_resource.file_populate_data → CosmosDB,Database commands modified in transit leading to destructive operations.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use encrypted SDK connections; validate endpoint certificates.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
178,null_resource.file_populate_data → CosmosDB,CosmosDB keys or data intercepted over network revealing credentials or PII.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Enforce TLS; use VNet service endpoint; rotate keys.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
179,null_resource.file_populate_data → CosmosDB,Flood of create-table operations exhausts RUs causing database DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttle script calls; use SDK retry; monitor RU usage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
180,null_resource.env_replace → Function App code,Patched configuration intercepted and modified injecting malicious settings.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use local file system; apply file signature checks.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,8.2,llm,true,,false
181,null_resource.env_replace → Function App code,Connection strings exposed in transit if pushed to remote repo without encryption.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Encrypt environment files; store in Key Vault; mask in logs.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,6.3,llm,true,,false
182,null_resource.env_replace → Function App code,Erroneous patch flood causes repeated deployments or failures (DoS).,Data Flow,Denial of Service,,,Validate patch logic; implement backoff; monitor failures.,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,6.5,llm,true,,false
183,data.archive_file.file_function_app → azurerm_storage_blob.storage_blob,Archive contents tampered before upload injecting malicious code.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Validate archive checksum; sign artifacts; use TLS.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
184,data.archive_file.file_function_app → azurerm_storage_blob.storage_blob,Archive file metadata or content leaked exposing file paths or secrets.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Encrypt archives; remove secrets before packaging.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
185,data.archive_file.file_function_app → azurerm_storage_blob.storage_blob,High volume archive uploads overload blob service causing DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttle uploads; monitor metrics; use retries.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
186,azurerm_storage_blob.storage_blob → function_app,Blob content tampered in transit injecting malicious runtime code.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use HTTPS; validate blob checksum at runtime.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
187,azurerm_storage_blob.storage_blob → function_app,SAS URL intercepted exposing package to unauthorized parties.,Data Flow,Information Disclosure,,A02: Cryptographic Failures,Use short-lived SAS; prefer managed identity storage mounts.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
188,azurerm_storage_blob.storage_blob → function_app,Excessive cold-start package fetches degrade function availability (DoS).,Data Flow,Denial of Service,,,Use pre-warmed instances; cache package in memory.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
189,function_app → CosmosDB,Database queries modified in transit causing unauthorized data changes.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Enable encryption in transit; validate server certificates.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
190,function_app → CosmosDB,CosmosDB key in API request header exposed over network revealing credentials.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use managed identity for DB access; remove keys from config.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
191,function_app → CosmosDB,Flood of API calls exhausts RU capacity causing DB DoS.,Data Flow,Denial of Service,,,Implement request rate-limiting; use caching; monitor RU metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
192,function_app → Storage Account,Blob operations tampered to delete or overwrite data.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use lease mechanism; enforce TLS; validate responses.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
193,function_app → Storage Account,Storage connection string intercepted exposing full access rights.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use managed identity; remove connection strings from code.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
194,function_app → Storage Account,Excessive blob operations cause storage throttling or DoS.,Data Flow,Denial of Service,,,Implement server-side throttling; monitor metrics; apply quotas.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
195,null_resource.file_replacement_upload → Shared storage containers,Upload requests altered to target unexpected containers or files.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use SAS with precise scope; validate target URIs.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,8.2,llm,true,,false
196,null_resource.file_replacement_upload → Shared storage containers,SAS token or connection string leaked during upload revealing container access.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Mask secrets; use environment variables; secure logs.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,6.3,llm,true,,false
197,null_resource.file_replacement_upload → Shared storage containers,High-frequency uploads saturate storage ingress causing DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttle uploads; monitor storage metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,6.5,llm,true,,false
198,azurerm_storage_blob.app_files_* → Clients,Static asset responses altered in transit serving malicious content.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Enforce HTTPS with HSTS; use CDN signed URLs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
199,azurerm_storage_blob.app_files_* → Clients,Public endpoints allow eavesdropping on asset URLs and usage patterns.,Data Flow,Information Disclosure,,A02: Cryptographic Failures,Use HTTPS; limit referrer; remove query strings from cache.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,5.8,llm,true,,false
200,azurerm_storage_blob.app_files_* → Clients,Surge of client requests for assets overloads storage causing DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Use CDN; enable caching; rate limit in WAF.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
201,Clients → function_app_front,HTTP requests manipulated to inject XSS or malicious payloads.,Data Flow,Tampering,T1190: Exploit Public-Facing Application,A03: Injection,Validate and sanitize input; use WAF; implement CSP.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
202,Clients → function_app_front,Sensitive token or cookie exposed over unencrypted channel.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Enforce HTTPS; secure cookie flags; HSTS.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
203,Clients → function_app_front,Spoofed client floods requests exhausting front-end capacity (DoS).,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Enable rate limiting; use CDN; monitor WAF alerts.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
204,Clients → function_app,API calls modified in transit leading to unauthorized operations.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Enforce TLS; validate signatures; use token-based auth.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
205,Clients → function_app,Sensitive user data in API response exposed over insecure connection.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use HTTPS; enable encryption in transit; secure headers.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
206,Clients → function_app,Malicious clients pump API with requests causing backend DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Implement API throttling; use API Management; monitor usage.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
207,function_app_front → Storage Account,Asset fetch requests tampered to exfiltrate or overwrite other blobs.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use SAS with read-only; validate blob paths.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
208,function_app_front → Storage Account,Front-end connection strings intercepted exposing storage account access.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use managed identity; avoid connection strings in code.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
209,function_app_front → Storage Account,Surge of asset reads overwhelms storage causing DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Implement caching; use CDN; monitor metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
210,azurerm_virtual_machine_extension.test → VM,Extension payload in transit tampered to run malicious commands on VM.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use secure blob endpoints; enable HTTPS; sign scripts.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
211,azurerm_virtual_machine_extension.test → VM,Extension parameters or secrets leaked during transfer to VM.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Encrypt extension payload; use Key Vault; restrict access.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
212,azurerm_virtual_machine_extension.test → VM,Rapid extension executions degrade VM performance causing DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Limit extension frequency; monitor VM metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
213,VM → azurerm_storage_blob.app_files_vm,Blob fetch requests from VM tampered to access unauthorized containers.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use SAS with limited scope; validate container URIs.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,8.2,llm,true,,false
214,VM → azurerm_storage_blob.app_files_vm,SAS token in VM intercepted allowing unauthorized blob access.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use managed identity for storage; remove SAS from VM.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,6.3,llm,true,,false
215,VM → azurerm_storage_blob.app_files_vm,Script downloads flood storage causing DoS.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Cache scripts locally; schedule downloads; monitor metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,6.5,llm,true,,false
216,azurerm_automation_runbook.dev_automation_runbook → Azure Subscription,Runbook API calls tampered to operate on wrong resources.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use HTTPS; validate target resource IDs; enforce parameter checks.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,10,llm,true,,false
217,azurerm_automation_runbook.dev_automation_runbook → Azure Subscription,Runbook credentials or tokens leaked to network capturing mailformed requests.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Use managed identity for runbook; avoid storing secrets; rotate tokens.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,8.6,llm,true,,false
218,azurerm_automation_runbook.dev_automation_runbook → Azure Subscription,Runbook floods ARM with listVM calls causing subscription API throttling (DoS).,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Implement pagination; add delays; monitor job executions.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
219,null_resource.clientid_replacement → local runbook_file,Patched runbook file tampered mid-transfer injecting malicious commands.,Data Flow,Tampering,T1557: Man-in-the-Middle,A08: Software and Data Integrity Failures,Use secure local paths; verify file signatures.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,8.2,llm,true,,false
220,null_resource.clientid_replacement → local runbook_file,Runbook file content or client ID exposed in local logs revealing credentials.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02: Cryptographic Failures,Mask sensitive values; secure CI logs; use environment variables.,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,6.3,llm,true,,false
221,null_resource.clientid_replacement → local runbook_file,Repeated patch attempts create local file locks preventing runbook execution (DoS).,Data Flow,Denial of Service,,,Handle file locks gracefully; include retry logic; monitor failures.,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,6.5,llm,true,,false
