id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
195,function_app → CosmosDB,"Flood of API requests generates heavy DB load, degrading performance.",Data Flow,Denial of Service,,,"Implement API rate limiting, use caching for frequent reads, and alert on RU spikes.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
196,function_app → Storage Account,Blob operations tampered in transit modify or delete user data.,Data Flow,Tampering,,,Use HTTPS and SAS scoped to least permissions; validate operations.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
197,function_app → Storage Account,Storage access keys leaked over network expose all blobs.,Data Flow,Information Disclosure,,,"Use managed identities, avoid embedding connection strings, rotate keys regularly.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
198,function_app → Storage Account,High volume of blob reads/writes saturates storage throughput.,Data Flow,Denial of Service,,,"Implement client-side throttling, use CDNs for static assets.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
199,null_resource.file_replacement_upload → Shared storage containers,Uploaded patch operations are tampered to inject malicious asset URLs.,Data Flow,Tampering,,,Verify patch scripts and manifests via signatures before upload.,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,7.1,llm,true,,false
200,null_resource.file_replacement_upload → Shared storage containers,Patch upload outputs leaked in logs reveal internal container URLs.,Data Flow,Information Disclosure,,,"Mask URLs in logs, use secure environment variables for endpoint references.",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,5.5,llm,true,,false
201,null_resource.file_replacement_upload → Shared storage containers,"Patch script errors flood storage account, causing slowdowns.",Data Flow,Denial of Service,,,Add retry/exponential backoff in scripts and monitor storage metrics.,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.2,llm,true,,false
202,azurerm_storage_blob.app_files_* → Clients,Asset delivery is tampered to return malicious scripts to clients.,Data Flow,Tampering,,,Enable CDN with origin integrity checks and use HTTPS-only endpoints.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
203,azurerm_storage_blob.app_files_* → Clients,Clients can intercept asset traffic and extract sensitive URLs or keys.,Data Flow,Information Disclosure,,,"Enforce TLS, disable CORS ""*"", and use signed URLs with short TTL.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
204,azurerm_storage_blob.app_files_* → Clients,High-frequency client downloads overload storage endpoints.,Data Flow,Denial of Service,,,Use CDN caching and rate limiting; enable DDoS Protection.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
205,Clients → function_app_front,"Request payloads are tampered in transit, injecting malicious UI content.",Data Flow,Tampering,,,"Use HTTPS, validate request payloads on server, and sanitize inputs.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
206,Clients → function_app_front,Client metadata or tokens leaked in requests expose session data.,Data Flow,Information Disclosure,,,"Use secure cookies, enforce same-site policies, and redact sensitive headers.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
207,Clients → function_app_front,Flood of HTTP requests to front-end causes service throttle or crash.,Data Flow,Denial of Service,,,"Implement WAF, rate limiting, and autoscaling for function app front.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
208,Clients → function_app,API requests are tampered to bypass authentication or inject SQL/NoSQL commands.,Data Flow,Tampering,,,"Validate and sanitize inputs, enforce token validation, and use parameterized queries.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
209,Clients → function_app,API request parameters leaked expose application logic or sensitive data paths.,Data Flow,Information Disclosure,,,"Avoid verbose error messages, use generic error codes, and log only non-sensitive data.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
210,Clients → function_app,"High volume of API calls overloads function app, causing timeouts.",Data Flow,Denial of Service,,,"Set request quotas, enable rate limiting in API Management, and use circuit breakers.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
211,function_app_front → Storage Account,Front-end asset fetches are tampered to load malicious blobs.,Data Flow,Tampering,,,"Enforce HTTPS, validate asset integrity with SRI, and use signed URLs.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
212,function_app_front → Storage Account,Credentials or SAS tokens in fetch requests are exposed to network sniffers.,Data Flow,Information Disclosure,,,Use managed identity for blob access and remove secrets from client code.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
213,function_app_front → Storage Account,Excessive blob fetch requests from front-end degrade storage performance.,Data Flow,Denial of Service,,,"Use caching at CDN, implement client-side throttling, and monitor request rates.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
214,azurerm_virtual_machine_extension.test → VM,"Extension payload is tampered in transit, leading to execution of malicious scripts on VM.",Data Flow,Tampering,,,"Use signed extension packages, enforce TLS, and validate checksums before execution.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
215,azurerm_virtual_machine_extension.test → VM,Extension logs leak sensitive configuration or credentials to VM console.,Data Flow,Information Disclosure,,,Redact secrets in extensions logs and send to secure log aggregator.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
216,azurerm_virtual_machine_extension.test → VM,Malicious or malformed extension payload crashes VM provisioning.,Data Flow,Denial of Service,,,Implement validation and timeouts for VM extension runs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
217,VM → azurerm_storage_blob.app_files_vm,VM retrieval requests are tampered to fetch malicious scripts from storage.,Data Flow,Tampering,,,Use managed identity for blob access and enforce HTTPS with TLS.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
218,VM → azurerm_storage_blob.app_files_vm,Script fetch responses leak storage URLs or credentials to VM logs.,Data Flow,Information Disclosure,,,"Disable verbose logging, rotate SAS tokens, and use private endpoints.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
219,VM → azurerm_storage_blob.app_files_vm,"High-frequency script fetches slow storage endpoints, delaying VM setup.",Data Flow,Denial of Service,,,Cache scripts locally and monitor storage request metrics for anomalies.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
220,azurerm_automation_runbook.dev_automation_runbook → Azure Subscription,Runbook execution calls are tampered to run unauthorized operations via ARM API.,Data Flow,Tampering,,,"Use managed identity auth, enforce RBAC, and validate operation scopes.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,8.1,llm,true,,false
221,azurerm_automation_runbook.dev_automation_runbook → Azure Subscription,Runbook output leaks resource IDs or credential details in logs.,Data Flow,Information Disclosure,,,"Mask sensitive output, send logs to secure aggregator, and limit log retention.",CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
222,azurerm_automation_runbook.dev_automation_runbook → Azure Subscription,"Flood of runbook jobs saturates ARM API, delaying other management operations.",Data Flow,Denial of Service,,,"Implement job concurrency limits, monitor API call rates, and alert on spikes.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,llm,true,,false
223,null_resource.clientid_replacement → azurerm_automation_runbook,Patched runbook upload is tampered to use attacker-controlled client IDs.,Data Flow,Tampering,,,Validate runbook parameter templates via schema and signatures.,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,7.1,llm,true,,false
224,null_resource.clientid_replacement → azurerm_automation_runbook,Runbook patching outputs leak client IDs and subscription context.,Data Flow,Information Disclosure,,,Mask sensitive parameters in logs and use secure variable groups.,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,5.5,llm,true,,false
225,null_resource.clientid_replacement → azurerm_automation_runbook,"Malformed client ID patch halts runbook creation, blocking automation.",Data Flow,Denial of Service,,,"Implement validation checks, include rollback on error, and alert on failures.",CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.2,llm,true,,false
